transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantiy,price_per_unit,cogs,total_sale,sale_hour,time_category,age_category,profit,Year_name,Month_name,Day_name
192,2022-11-08,8:05:00,134,Male,62,Beauty,2,50,13,100,8,Morning,Old,87.00,2022,November,Tuesday
1054,2022-01-10,9:24:00,49,Female,38,Electronics,3,500,140,1500,9,Morning,Adult,1360.00,2022,January,Monday
1068,2022-09-14,10:11:00,136,Male,25,Electronics,1,300,111,300,10,Morning,Adult,189.00,2022,September,Wednesday
1192,2022-03-29,8:41:00,37,Male,62,Beauty,2,50,21,100,8,Morning,Old,79.00,2022,March,Tuesday
331,2022-08-16,8:33:00,28,Male,28,Electronics,3,30,10,90,8,Morning,Adult,80.00,2022,August,Tuesday
346,2022-09-05,6:54:00,38,Male,59,Clothing,2,500,215,1000,6,Morning,Adult,785.00,2022,September,Monday
657,2022-01-29,8:53:00,46,Male,40,Clothing,1,25,8,25,8,Morning,Adult,17.00,2022,January,Saturday
732,2022-10-13,8:45:00,136,Male,61,Electronics,2,500,250,1000,8,Morning,Old,750.00,2022,October,Thursday
972,2022-08-16,11:42:00,139,Male,49,Beauty,4,25,7,100,11,Morning,Adult,93.00,2022,August,Tuesday
1331,2022-05-15,9:29:00,36,Male,28,Electronics,3,30,14,90,9,Morning,Adult,76.00,2022,May,Sunday
1346,2022-04-10,10:01:00,112,Male,59,Clothing,2,500,130,1000,10,Morning,Adult,870.00,2022,April,Sunday
1657,2022-08-09,10:05:00,61,Male,40,Clothing,1,25,8,25,10,Morning,Adult,17.00,2022,August,Tuesday
1732,2022-02-25,7:05:00,55,Male,61,Electronics,2,500,215,1000,7,Morning,Old,785.00,2022,February,Friday
1972,2022-12-21,6:39:00,5,Male,49,Beauty,4,25,9,100,6,Morning,Adult,91.00,2022,December,Wednesday
714,2022-10-29,8:50:00,20,Female,18,Clothing,1,500,190,500,8,Morning,Adult,310.00,2022,October,Saturday
1714,2022-11-23,6:07:00,111,Female,18,Clothing,1,500,245,500,6,Morning,Adult,255.00,2022,November,Wednesday
193,2022-03-27,10:40:00,55,Male,35,Beauty,3,500,180,1500,10,Morning,Adult,1320.00,2022,March,Sunday
577,2022-04-21,11:55:00,45,Male,21,Beauty,4,500,215,2000,11,Morning,Adult,1785.00,2022,April,Thursday
848,2022-01-24,10:46:00,15,Female,63,Clothing,3,25,10,75,10,Morning,Old,65.00,2022,January,Monday
945,2022-10-01,10:01:00,120,Male,30,Beauty,1,25,13,25,10,Morning,Adult,12.00,2022,October,Saturday
1193,2022-05-11,11:31:00,50,Male,35,Beauty,3,500,145,1500,11,Morning,Adult,1355.00,2022,May,Wednesday
1577,2022-09-11,6:22:00,145,Male,21,Beauty,4,500,160,2000,6,Morning,Adult,1840.00,2022,September,Sunday
1848,2022-12-27,10:16:00,63,Female,63,Clothing,3,25,13,75,10,Morning,Old,62.00,2022,December,Tuesday
1945,2022-04-19,9:55:00,33,Male,30,Beauty,1,25,11,25,9,Morning,Adult,14.00,2022,April,Tuesday
11,2022-02-27,10:30:00,151,Male,23,Clothing,2,50,24,100,10,Morning,Adult,76.00,2022,February,Sunday
821,2022-11-23,11:27:00,40,Male,49,Electronics,1,300,129,300,11,Morning,Adult,171.00,2022,November,Wednesday
1011,2022-04-01,6:48:00,15,Male,23,Clothing,2,50,19,100,6,Morning,Adult,81.00,2022,April,Friday
1821,2022-10-03,7:17:00,42,Male,49,Electronics,1,300,108,300,7,Morning,Adult,192.00,2022,October,Monday
